Area,Item,Year,Production in tonnes 
Nigeria,Vegetables Primary,1966,2658000
Nigeria,Vegetables Primary,1967,2702000
Nigeria,Vegetables Primary,1968,2794000
Nigeria,Vegetables Primary,1969,2874000
Nigeria,Vegetables Primary,1970,3041000
Nigeria,Vegetables Primary,1971,3109000
Nigeria,Vegetables Primary,1972,2985000
Nigeria,Vegetables Primary,1973,3113000
Nigeria,Vegetables Primary,1974,3091000
Nigeria,Vegetables Primary,1975,3414000
Nigeria,Vegetables Primary,1976,3238000
Nigeria,Vegetables Primary,1977,3134000
Nigeria,Vegetables Primary,1978,3056000
Nigeria,Vegetables Primary,1979,3054000
Nigeria,Vegetables Primary,1980,3158000
Nigeria,Vegetables Primary,1981,3191000
Nigeria,Vegetables Primary,1982,3279000
Nigeria,Vegetables Primary,1983,3276000
Nigeria,Vegetables Primary,1984,3565000
Nigeria,Vegetables Primary,1985,3885000
Nigeria,Vegetables Primary,1986,4047000
Nigeria,Vegetables Primary,1987,3968000
Nigeria,Vegetables Primary,1988,4294000
Nigeria,Vegetables Primary,1989,4779000
Nigeria,Vegetables Primary,1990,4672719
Nigeria,Vegetables Primary,1991,4756152
Nigeria,Vegetables Primary,1992,4936204
Nigeria,Vegetables Primary,1993,5414572
Nigeria,Vegetables Primary,1994,5952225
Nigeria,Vegetables Primary,1995,5898594
Nigeria,Vegetables Primary,1996,6917334
Nigeria,Vegetables Primary,1997,7240428
Nigeria,Vegetables Primary,1998,7547262
Nigeria,Vegetables Primary,1999,7991126
Nigeria,Vegetables Primary,2000,8277564
Nigeria,Vegetables Primary,2001,8372567
Nigeria,Vegetables Primary,2002,8673803
Nigeria,Vegetables Primary,2003,9065749
Nigeria,Vegetables Primary,2004,10421982
Nigeria,Vegetables Primary,2005,11115881
Nigeria,Vegetables Primary,2006,11664528
Nigeria,Vegetables Primary,2007,10851840
Nigeria,Vegetables Primary,2008,11743192
Nigeria,Vegetables Primary,2009,11734586
Nigeria,Vegetables Primary,2010,12090852
Nigeria,Vegetables Primary,2011,11636690
Nigeria,Vegetables Primary,2012,13236761
Nigeria,Vegetables Primary,2013,13055435
Nigeria,Vegetables Primary,2014,15766863
Nigeria,Vegetables Primary,2015,16187140
Nigeria,Vegetables Primary,2016,14495945
Nigeria,Vegetables Primary,2017,15068458
Nigeria,Vegetables Primary,2018,16058522
Nigeria,Vegetables Primary,2019,16670642
