Area,Item,Year,Production in tonnes 
Nigeria,Fruit  citrus nes,1997,2992000
Nigeria,Fruit  citrus nes,1998,3150000
Nigeria,Fruit  citrus nes,1999,3240000
Nigeria,Fruit  citrus nes,2000,3250000
Nigeria,Fruit  citrus nes,2001,3238710
Nigeria,Fruit  citrus nes,2002,3256284
Nigeria,Fruit  citrus nes,2003,3279441
Nigeria,Fruit  citrus nes,2004,3301547
Nigeria,Fruit  citrus nes,2005,3302611
Nigeria,Fruit  citrus nes,2006,3300000
Nigeria,Fruit  citrus nes,2007,3325000
Nigeria,Fruit  citrus nes,2008,3400000
Nigeria,Fruit  citrus nes,2009,3800000
Nigeria,Fruit  citrus nes,2010,3800000
Nigeria,Fruit  citrus nes,2011,3800000
Nigeria,Fruit  citrus nes,2012,3900000
Nigeria,Fruit  citrus nes,2013,3800000
Nigeria,Fruit  citrus nes,2014,3858831
Nigeria,Fruit  citrus nes,2015,3974126
Nigeria,Fruit  citrus nes,2016,4010030
Nigeria,Fruit  citrus nes,2017,4060209
Nigeria,Fruit  citrus nes,2018,4110388
Nigeria,Fruit  citrus nes,2019,4160568
Nigeria,Fruit  fresh nes,1961,590000
Nigeria,Fruit  fresh nes,1962,604000
Nigeria,Fruit  fresh nes,1963,619000
Nigeria,Fruit  fresh nes,1964,634000
Nigeria,Fruit  fresh nes,1965,650000
Nigeria,Fruit  fresh nes,1966,666000
Nigeria,Fruit  fresh nes,1967,683000
Nigeria,Fruit  fresh nes,1968,700000
Nigeria,Fruit  fresh nes,1969,717000
Nigeria,Fruit  fresh nes,1970,734000
Nigeria,Fruit  fresh nes,1971,751000
Nigeria,Fruit  fresh nes,1972,768000
Nigeria,Fruit  fresh nes,1973,770000
Nigeria,Fruit  fresh nes,1974,780000
Nigeria,Fruit  fresh nes,1975,800000
Nigeria,Fruit  fresh nes,1976,850000
Nigeria,Fruit  fresh nes,1977,880000
Nigeria,Fruit  fresh nes,1978,900000
Nigeria,Fruit  fresh nes,1979,920000
Nigeria,Fruit  fresh nes,1980,930000
Nigeria,Fruit  fresh nes,1981,950000
Nigeria,Fruit  fresh nes,1982,1000000
Nigeria,Fruit  fresh nes,1983,1200000
Nigeria,Fruit  fresh nes,1984,1200000
Nigeria,Fruit  fresh nes,1985,1200000
Nigeria,Fruit  fresh nes,1986,1300000
Nigeria,Fruit  fresh nes,1987,1300000
Nigeria,Fruit  fresh nes,1988,1400000
Nigeria,Fruit  fresh nes,1989,1400000
Nigeria,Fruit  fresh nes,1990,1300000
Nigeria,Fruit  fresh nes,1991,1320713
Nigeria,Fruit  fresh nes,1992,1350000
Nigeria,Fruit  fresh nes,1993,1400000
Nigeria,Fruit  fresh nes,1994,1441746
Nigeria,Fruit  fresh nes,1995,1497578
Nigeria,Fruit  fresh nes,1996,1555354
Nigeria,Fruit  fresh nes,1997,1613831
Nigeria,Fruit  fresh nes,1998,1637282
Nigeria,Fruit  fresh nes,1999,1669946
Nigeria,Fruit  fresh nes,2000,1810060
Nigeria,Fruit  fresh nes,2001,1771136
Nigeria,Fruit  fresh nes,2002,1721777
Nigeria,Fruit  fresh nes,2003,1644325
Nigeria,Fruit  fresh nes,2004,1534654
Nigeria,Fruit  fresh nes,2005,1401000
Nigeria,Fruit  fresh nes,2006,1200000
Nigeria,Fruit  fresh nes,2007,1084000
Nigeria,Fruit  fresh nes,2008,1100000
Nigeria,Fruit  fresh nes,2009,1200000
Nigeria,Fruit  fresh nes,2010,1200000
Nigeria,Fruit  fresh nes,2011,1280000
Nigeria,Fruit  fresh nes,2012,1300000
Nigeria,Fruit  fresh nes,2013,1280000
Nigeria,Fruit  fresh nes,2014,1264294
Nigeria,Fruit  fresh nes,2015,1200359
Nigeria,Fruit  fresh nes,2016,1185384
Nigeria,Fruit  fresh nes,2017,1171773
Nigeria,Fruit  fresh nes,2018,1158162
Nigeria,Fruit  fresh nes,2019,1144551
Nigeria,Garlic,2007,500
Nigeria,Garlic,2008,600
Nigeria,Garlic,2009,649
Nigeria,Garlic,2010,679
Nigeria,Garlic,2011,672
Nigeria,Garlic,2012,600
Nigeria,Garlic,2013,600
Nigeria,Garlic,2014,1200
Nigeria,Garlic,2015,1800
Nigeria,Garlic,2016,2300
Nigeria,Garlic,2017,2300
Nigeria,Garlic,2018,1800
Nigeria,Garlic,2019,1283
Nigeria,Ginger,1961,80
Nigeria,Ginger,1962,80
Nigeria,Ginger,1963,80
Nigeria,Ginger,1964,80
Nigeria,Ginger,1965,80
Nigeria,Ginger,1966,80
Nigeria,Ginger,1967,80
Nigeria,Ginger,1968,80
Nigeria,Ginger,1969,80
Nigeria,Ginger,1970,80
Nigeria,Ginger,1971,80
Nigeria,Ginger,1972,80
Nigeria,Ginger,1973,80
Nigeria,Ginger,1974,80
Nigeria,Ginger,1975,80
Nigeria,Ginger,1976,80
Nigeria,Ginger,1977,80
Nigeria,Ginger,1978,80
Nigeria,Ginger,1979,100
Nigeria,Ginger,1980,200
Nigeria,Ginger,1981,500
Nigeria,Ginger,1982,1000
Nigeria,Ginger,1983,3000
Nigeria,Ginger,1984,5000
Nigeria,Ginger,1985,8000
Nigeria,Ginger,1986,15000
Nigeria,Ginger,1987,21000
Nigeria,Ginger,1988,28000
Nigeria,Ginger,1989,35000
Nigeria,Ginger,1990,42000
Nigeria,Ginger,1991,50000
Nigeria,Ginger,1992,57000
Nigeria,Ginger,1993,64000
Nigeria,Ginger,1994,69000
Nigeria,Ginger,1995,79000
Nigeria,Ginger,1996,85000
Nigeria,Ginger,1997,84000
Nigeria,Ginger,1998,88100
Nigeria,Ginger,1999,92000
Nigeria,Ginger,2000,98000
Nigeria,Ginger,2001,104000
Nigeria,Ginger,2002,105000
Nigeria,Ginger,2003,110000
Nigeria,Ginger,2004,117000
Nigeria,Ginger,2005,125000
Nigeria,Ginger,2006,134000
Nigeria,Ginger,2007,162390
Nigeria,Ginger,2008,175070
Nigeria,Ginger,2009,168800
Nigeria,Ginger,2010,162223
Nigeria,Ginger,2011,460170
Nigeria,Ginger,2012,380000
Nigeria,Ginger,2013,496920
Nigeria,Ginger,2014,168128
Nigeria,Ginger,2015,413382
Nigeria,Ginger,2016,774887
Nigeria,Ginger,2017,834634
Nigeria,Ginger,2018,700000
Nigeria,Ginger,2019,691239
Nigeria,Groundnuts  with shell,1961,1565000
Nigeria,Groundnuts  with shell,1962,1923000
Nigeria,Groundnuts  with shell,1963,1977000
Nigeria,Groundnuts  with shell,1964,1849000
Nigeria,Groundnuts  with shell,1965,1978000
Nigeria,Groundnuts  with shell,1966,1693000
Nigeria,Groundnuts  with shell,1967,1558000
Nigeria,Groundnuts  with shell,1968,1813000
Nigeria,Groundnuts  with shell,1969,1846000
Nigeria,Groundnuts  with shell,1970,1581000
Nigeria,Groundnuts  with shell,1971,1381000
Nigeria,Groundnuts  with shell,1972,1350000
Nigeria,Groundnuts  with shell,1973,878000
Nigeria,Groundnuts  with shell,1974,1935000
Nigeria,Groundnuts  with shell,1975,458000
Nigeria,Groundnuts  with shell,1976,459000
Nigeria,Groundnuts  with shell,1977,603000
Nigeria,Groundnuts  with shell,1978,701000
Nigeria,Groundnuts  with shell,1979,507000
Nigeria,Groundnuts  with shell,1980,471000
Nigeria,Groundnuts  with shell,1981,530000
Nigeria,Groundnuts  with shell,1982,458000
Nigeria,Groundnuts  with shell,1983,591000
Nigeria,Groundnuts  with shell,1984,546000
Nigeria,Groundnuts  with shell,1985,621000
Nigeria,Groundnuts  with shell,1986,896000
Nigeria,Groundnuts  with shell,1987,687000
Nigeria,Groundnuts  with shell,1988,1016000
Nigeria,Groundnuts  with shell,1989,1017000
Nigeria,Groundnuts  with shell,1990,1166000
Nigeria,Groundnuts  with shell,1991,1361000
Nigeria,Groundnuts  with shell,1992,1297000
Nigeria,Groundnuts  with shell,1993,1323000
Nigeria,Groundnuts  with shell,1994,1453000
Nigeria,Groundnuts  with shell,1995,1579000
Nigeria,Groundnuts  with shell,1996,2278000
Nigeria,Groundnuts  with shell,1997,2531000
Nigeria,Groundnuts  with shell,1998,2534000
Nigeria,Groundnuts  with shell,1999,2894000
Nigeria,Groundnuts  with shell,2000,2901000
Nigeria,Groundnuts  with shell,2001,2683000
Nigeria,Groundnuts  with shell,2002,2855000
Nigeria,Groundnuts  with shell,2003,3037000
Nigeria,Groundnuts  with shell,2004,3250000
Nigeria,Groundnuts  with shell,2005,3478000
Nigeria,Groundnuts  with shell,2006,3825000
Nigeria,Groundnuts  with shell,2007,2847373
Nigeria,Groundnuts  with shell,2008,2872740
Nigeria,Groundnuts  with shell,2009,2977620
Nigeria,Groundnuts  with shell,2010,3799240
Nigeria,Groundnuts  with shell,2011,2962627
Nigeria,Groundnuts  with shell,2012,3313500
Nigeria,Groundnuts  with shell,2013,2474530
Nigeria,Groundnuts  with shell,2014,3399158
Nigeria,Groundnuts  with shell,2015,3467446
Nigeria,Groundnuts  with shell,2016,4360500
Nigeria,Groundnuts  with shell,2017,4521450
Nigeria,Groundnuts  with shell,2018,4600000
Nigeria,Groundnuts  with shell,2019,4450050
Nigeria,Karite nuts (sheanuts),1961,27000
Nigeria,Karite nuts (sheanuts),1962,35000
Nigeria,Karite nuts (sheanuts),1963,51000
Nigeria,Karite nuts (sheanuts),1964,36000
Nigeria,Karite nuts (sheanuts),1965,54000
Nigeria,Karite nuts (sheanuts),1966,41000
Nigeria,Karite nuts (sheanuts),1967,66000
Nigeria,Karite nuts (sheanuts),1968,59000
Nigeria,Karite nuts (sheanuts),1969,67000
Nigeria,Karite nuts (sheanuts),1970,67000
Nigeria,Karite nuts (sheanuts),1971,70000
Nigeria,Karite nuts (sheanuts),1972,75000
Nigeria,Karite nuts (sheanuts),1973,79000
Nigeria,Karite nuts (sheanuts),1974,83000
Nigeria,Karite nuts (sheanuts),1975,88000
Nigeria,Karite nuts (sheanuts),1976,92000
Nigeria,Karite nuts (sheanuts),1977,96000
Nigeria,Karite nuts (sheanuts),1978,100000
Nigeria,Karite nuts (sheanuts),1979,105000
Nigeria,Karite nuts (sheanuts),1980,110000
Nigeria,Karite nuts (sheanuts),1981,116000
Nigeria,Karite nuts (sheanuts),1982,122000
Nigeria,Karite nuts (sheanuts),1983,98000
Nigeria,Karite nuts (sheanuts),1984,99000
Nigeria,Karite nuts (sheanuts),1985,100000
Nigeria,Karite nuts (sheanuts),1986,103000
Nigeria,Karite nuts (sheanuts),1987,104000
Nigeria,Karite nuts (sheanuts),1988,109000
Nigeria,Karite nuts (sheanuts),1989,252000
Nigeria,Karite nuts (sheanuts),1990,289000
Nigeria,Karite nuts (sheanuts),1991,326000
Nigeria,Karite nuts (sheanuts),1992,331000
Nigeria,Karite nuts (sheanuts),1993,336000
Nigeria,Karite nuts (sheanuts),1994,353000
Nigeria,Karite nuts (sheanuts),1995,384000
Nigeria,Karite nuts (sheanuts),1996,367000
Nigeria,Karite nuts (sheanuts),1997,368000
Nigeria,Karite nuts (sheanuts),1998,368000
Nigeria,Karite nuts (sheanuts),1999,369000
Nigeria,Karite nuts (sheanuts),2000,369000
Nigeria,Karite nuts (sheanuts),2001,370000
Nigeria,Karite nuts (sheanuts),2002,371000
Nigeria,Karite nuts (sheanuts),2003,410000
Nigeria,Karite nuts (sheanuts),2004,414000
Nigeria,Karite nuts (sheanuts),2005,410029
Nigeria,Karite nuts (sheanuts),2006,414948
Nigeria,Karite nuts (sheanuts),2007,425000
Nigeria,Karite nuts (sheanuts),2008,384435
Nigeria,Karite nuts (sheanuts),2009,332770
Nigeria,Karite nuts (sheanuts),2010,325610
Nigeria,Karite nuts (sheanuts),2011,326828
Nigeria,Karite nuts (sheanuts),2012,362083
Nigeria,Karite nuts (sheanuts),2013,359337
Nigeria,Karite nuts (sheanuts),2014,360009
Nigeria,Karite nuts (sheanuts),2015,331495
Nigeria,Karite nuts (sheanuts),2016,317964
Nigeria,Karite nuts (sheanuts),2017,311564
Nigeria,Karite nuts (sheanuts),2018,307259
Nigeria,Karite nuts (sheanuts),2019,302955
Nigeria,Kola nuts,1961,139000
Nigeria,Kola nuts,1962,141000
Nigeria,Kola nuts,1963,145000
Nigeria,Kola nuts,1964,158000
Nigeria,Kola nuts,1965,154000
Nigeria,Kola nuts,1966,157000
Nigeria,Kola nuts,1967,162000
Nigeria,Kola nuts,1968,167000
Nigeria,Kola nuts,1969,171000
Nigeria,Kola nuts,1970,125000
Nigeria,Kola nuts,1971,125000
Nigeria,Kola nuts,1972,125000
Nigeria,Kola nuts,1973,125000
Nigeria,Kola nuts,1974,125000
Nigeria,Kola nuts,1975,125000
Nigeria,Kola nuts,1976,127000
Nigeria,Kola nuts,1977,129000
Nigeria,Kola nuts,1978,131000
Nigeria,Kola nuts,1979,133000
Nigeria,Kola nuts,1980,135000
Nigeria,Kola nuts,1981,137000
Nigeria,Kola nuts,1982,140000
Nigeria,Kola nuts,1983,155000
Nigeria,Kola nuts,1984,170000
Nigeria,Kola nuts,1985,172000
Nigeria,Kola nuts,1986,174000
Nigeria,Kola nuts,1987,174000
Nigeria,Kola nuts,1988,145000
Nigeria,Kola nuts,1989,140000
Nigeria,Kola nuts,1990,135000
Nigeria,Kola nuts,1991,165000
Nigeria,Kola nuts,1992,138100
Nigeria,Kola nuts,1993,153100
Nigeria,Kola nuts,1994,105000
Nigeria,Kola nuts,1995,95000
Nigeria,Kola nuts,1996,85000
Nigeria,Kola nuts,1997,82000
Nigeria,Kola nuts,1998,84651
Nigeria,Kola nuts,1999,82674
Nigeria,Kola nuts,2000,82000
Nigeria,Kola nuts,2001,82000
Nigeria,Kola nuts,2002,85000
Nigeria,Kola nuts,2003,85000
Nigeria,Kola nuts,2004,88000
Nigeria,Kola nuts,2005,85250
Nigeria,Kola nuts,2006,85500
Nigeria,Kola nuts,2007,100000
Nigeria,Kola nuts,2008,120000
Nigeria,Kola nuts,2009,162080
Nigeria,Kola nuts,2010,144950
Nigeria,Kola nuts,2011,138000
Nigeria,Kola nuts,2012,135000
Nigeria,Kola nuts,2013,132000
Nigeria,Kola nuts,2014,167686
Nigeria,Kola nuts,2015,177011
Nigeria,Kola nuts,2016,156582
Nigeria,Kola nuts,2017,158427
Nigeria,Kola nuts,2018,159560
Nigeria,Kola nuts,2019,161135
Nigeria,Maize,1961,1107000
Nigeria,Maize,1962,991000
Nigeria,Maize,1963,1167000
Nigeria,Maize,1964,1118000
Nigeria,Maize,1965,1160000
Nigeria,Maize,1966,975000
Nigeria,Maize,1967,950000
Nigeria,Maize,1968,1126000
Nigeria,Maize,1969,1255000
Nigeria,Maize,1970,1443000
Nigeria,Maize,1971,1274000
Nigeria,Maize,1972,639000
Nigeria,Maize,1973,808000
Nigeria,Maize,1974,528000
Nigeria,Maize,1975,1332000
Nigeria,Maize,1976,1068000
Nigeria,Maize,1977,650000
Nigeria,Maize,1978,658000
Nigeria,Maize,1979,488000
Nigeria,Maize,1980,612000
Nigeria,Maize,1981,720000
Nigeria,Maize,1982,766000
Nigeria,Maize,1983,1027000
Nigeria,Maize,1984,1196000
Nigeria,Maize,1985,1826000
Nigeria,Maize,1986,3550000
Nigeria,Maize,1987,4612000
Nigeria,Maize,1988,5268000
Nigeria,Maize,1989,5008000
Nigeria,Maize,1990,5768000
Nigeria,Maize,1991,5810000
Nigeria,Maize,1992,5840000
Nigeria,Maize,1993,6290000
Nigeria,Maize,1994,6902000
Nigeria,Maize,1995,6931000
Nigeria,Maize,1996,5667000
Nigeria,Maize,1997,5254000
Nigeria,Maize,1998,5127000
Nigeria,Maize,1999,5476000
Nigeria,Maize,2000,4107000
Nigeria,Maize,2001,4596000
Nigeria,Maize,2002,4890000
Nigeria,Maize,2003,5203000
Nigeria,Maize,2004,5567000
Nigeria,Maize,2005,5957000
Nigeria,Maize,2006,7100000
Nigeria,Maize,2007,6724000
Nigeria,Maize,2008,7525000
Nigeria,Maize,2009,7358260
Nigeria,Maize,2010,7676850
Nigeria,Maize,2011,8878456
Nigeria,Maize,2012,8694900
Nigeria,Maize,2013,8422670
Nigeria,Maize,2014,10058968
Nigeria,Maize,2015,10562050
Nigeria,Maize,2016,11547980
Nigeria,Maize,2017,10420000
Nigeria,Maize,2018,11000000
Nigeria,Maize,2019,11000000
Nigeria,Maize  green,1961,277000
Nigeria,Maize  green,1962,248000
Nigeria,Maize  green,1963,292000
Nigeria,Maize  green,1964,280000
Nigeria,Maize  green,1965,290000
Nigeria,Maize  green,1966,244000
Nigeria,Maize  green,1967,238000
Nigeria,Maize  green,1968,282000
Nigeria,Maize  green,1969,314000
Nigeria,Maize  green,1970,361000
Nigeria,Maize  green,1971,318000
Nigeria,Maize  green,1972,160000
Nigeria,Maize  green,1973,307000
Nigeria,Maize  green,1974,132000
Nigeria,Maize  green,1975,341000
Nigeria,Maize  green,1976,269000
Nigeria,Maize  green,1977,194000
Nigeria,Maize  green,1978,120000
Nigeria,Maize  green,1979,123000
Nigeria,Maize  green,1980,161000
Nigeria,Maize  green,1981,160000
Nigeria,Maize  green,1982,156000
Nigeria,Maize  green,1983,257000
Nigeria,Maize  green,1984,300000
Nigeria,Maize  green,1985,456000
Nigeria,Maize  green,1986,434000
Nigeria,Maize  green,1987,357000
Nigeria,Maize  green,1988,520000
Nigeria,Maize  green,1989,533000
Nigeria,Maize  green,1990,458000
Nigeria,Maize  green,1991,475000
Nigeria,Maize  green,1992,425000
Nigeria,Maize  green,1993,575000
Nigeria,Maize  green,1994,549095
Nigeria,Maize  green,1995,565240
Nigeria,Maize  green,1996,580506
Nigeria,Maize  green,1997,555375
Nigeria,Maize  green,1998,558028
Nigeria,Maize  green,1999,561486
Nigeria,Maize  green,2000,563667
Nigeria,Maize  green,2001,566025
Nigeria,Maize  green,2002,576000
Nigeria,Maize  green,2003,575635
Nigeria,Maize  green,2004,582162
Nigeria,Maize  green,2005,576500
Nigeria,Maize  green,2006,577000
Nigeria,Maize  green,2007,579000
Nigeria,Maize  green,2008,618078
Nigeria,Maize  green,2009,649225
Nigeria,Maize  green,2010,676338
Nigeria,Maize  green,2011,740000
Nigeria,Maize  green,2012,765000
Nigeria,Maize  green,2013,740569
Nigeria,Maize  green,2014,732455
Nigeria,Maize  green,2015,748287
Nigeria,Maize  green,2016,762030
Nigeria,Maize  green,2017,772918
Nigeria,Maize  green,2018,783207
Nigeria,Maize  green,2019,793739
Nigeria,Mangoes  mangosteens  guavas,1961,200000
Nigeria,Mangoes  mangosteens  guavas,1962,200000
Nigeria,Mangoes  mangosteens  guavas,1963,200000
Nigeria,Mangoes  mangosteens  guavas,1964,200000
Nigeria,Mangoes  mangosteens  guavas,1965,250000
Nigeria,Mangoes  mangosteens  guavas,1966,250000
Nigeria,Mangoes  mangosteens  guavas,1967,250000
Nigeria,Mangoes  mangosteens  guavas,1968,250000
Nigeria,Mangoes  mangosteens  guavas,1969,250000
Nigeria,Mangoes  mangosteens  guavas,1970,300000
Nigeria,Mangoes  mangosteens  guavas,1971,300000
Nigeria,Mangoes  mangosteens  guavas,1972,300000
Nigeria,Mangoes  mangosteens  guavas,1973,300000
Nigeria,Mangoes  mangosteens  guavas,1974,300000
Nigeria,Mangoes  mangosteens  guavas,1975,350000
Nigeria,Mangoes  mangosteens  guavas,1976,350000
Nigeria,Mangoes  mangosteens  guavas,1977,350000
Nigeria,Mangoes  mangosteens  guavas,1978,350000
Nigeria,Mangoes  mangosteens  guavas,1979,350000
Nigeria,Mangoes  mangosteens  guavas,1980,400000
Nigeria,Mangoes  mangosteens  guavas,1981,400000
Nigeria,Mangoes  mangosteens  guavas,1982,400000
Nigeria,Mangoes  mangosteens  guavas,1983,400000
Nigeria,Mangoes  mangosteens  guavas,1984,400000
Nigeria,Mangoes  mangosteens  guavas,1985,400000
Nigeria,Mangoes  mangosteens  guavas,1986,400000
Nigeria,Mangoes  mangosteens  guavas,1987,400000
Nigeria,Mangoes  mangosteens  guavas,1988,400000
Nigeria,Mangoes  mangosteens  guavas,1989,485000
Nigeria,Mangoes  mangosteens  guavas,1990,504000
Nigeria,Mangoes  mangosteens  guavas,1991,520000
Nigeria,Mangoes  mangosteens  guavas,1992,550000
Nigeria,Mangoes  mangosteens  guavas,1993,583000
Nigeria,Mangoes  mangosteens  guavas,1994,607000
Nigeria,Mangoes  mangosteens  guavas,1995,631000
Nigeria,Mangoes  mangosteens  guavas,1996,656000
Nigeria,Mangoes  mangosteens  guavas,1997,689000
Nigeria,Mangoes  mangosteens  guavas,1998,731000
Nigeria,Mangoes  mangosteens  guavas,1999,729000
Nigeria,Mangoes  mangosteens  guavas,2000,730000
Nigeria,Mangoes  mangosteens  guavas,2001,730258
Nigeria,Mangoes  mangosteens  guavas,2002,730759
Nigeria,Mangoes  mangosteens  guavas,2003,730841
Nigeria,Mangoes  mangosteens  guavas,2004,731002
Nigeria,Mangoes  mangosteens  guavas,2005,731000
Nigeria,Mangoes  mangosteens  guavas,2006,731500
Nigeria,Mangoes  mangosteens  guavas,2007,734000
Nigeria,Mangoes  mangosteens  guavas,2008,800000
Nigeria,Mangoes  mangosteens  guavas,2009,835000
Nigeria,Mangoes  mangosteens  guavas,2010,850000
Nigeria,Mangoes  mangosteens  guavas,2011,860000
Nigeria,Mangoes  mangosteens  guavas,2012,865000
Nigeria,Mangoes  mangosteens  guavas,2013,858000
Nigeria,Mangoes  mangosteens  guavas,2014,875000
Nigeria,Mangoes  mangosteens  guavas,2015,890630
Nigeria,Mangoes  mangosteens  guavas,2016,912294
Nigeria,Mangoes  mangosteens  guavas,2017,923288
Nigeria,Mangoes  mangosteens  guavas,2018,935096
Nigeria,Mangoes  mangosteens  guavas,2019,946695
Nigeria,Melonseed,1961,99000
Nigeria,Melonseed,1962,101000
Nigeria,Melonseed,1963,116000
Nigeria,Melonseed,1964,110000
Nigeria,Melonseed,1965,114000
Nigeria,Melonseed,1966,83000
Nigeria,Melonseed,1967,79000
Nigeria,Melonseed,1968,103000
Nigeria,Melonseed,1969,65000
Nigeria,Melonseed,1970,109000
Nigeria,Melonseed,1971,63000
Nigeria,Melonseed,1972,91000
Nigeria,Melonseed,1973,182000
Nigeria,Melonseed,1974,49000
Nigeria,Melonseed,1975,208000
Nigeria,Melonseed,1976,166000
Nigeria,Melonseed,1977,142000
Nigeria,Melonseed,1978,106000
Nigeria,Melonseed,1979,104000
Nigeria,Melonseed,1980,94000
Nigeria,Melonseed,1981,78000
Nigeria,Melonseed,1982,74000
Nigeria,Melonseed,1983,144000
Nigeria,Melonseed,1984,143000
Nigeria,Melonseed,1985,147000
Nigeria,Melonseed,1986,153000
Nigeria,Melonseed,1987,145000
Nigeria,Melonseed,1988,275000
Nigeria,Melonseed,1989,204000
Nigeria,Melonseed,1990,208000
Nigeria,Melonseed,1991,219000
Nigeria,Melonseed,1992,231000
Nigeria,Melonseed,1993,243000
Nigeria,Melonseed,1994,253000
Nigeria,Melonseed,1995,287000
Nigeria,Melonseed,1996,317000
Nigeria,Melonseed,1997,330000
Nigeria,Melonseed,1998,330000
Nigeria,Melonseed,1999,338000
Nigeria,Melonseed,2000,345000
Nigeria,Melonseed,2001,348000
Nigeria,Melonseed,2002,370000
Nigeria,Melonseed,2003,394000
Nigeria,Melonseed,2004,422000
Nigeria,Melonseed,2005,451000
Nigeria,Melonseed,2006,483000
Nigeria,Melonseed,2007,490000
Nigeria,Melonseed,2008,493000
Nigeria,Melonseed,2009,402550
Nigeria,Melonseed,2010,507340
Nigeria,Melonseed,2011,518875
Nigeria,Melonseed,2012,526572
Nigeria,Melonseed,2013,534001
Nigeria,Melonseed,2014,550246
Nigeria,Melonseed,2015,566672
Nigeria,Melonseed,2016,571815
Nigeria,Melonseed,2017,583208
Nigeria,Melonseed,2018,594638
Nigeria,Melonseed,2019,606057
Nigeria,Millet,1961,2644000
Nigeria,Millet,1962,2525000
Nigeria,Millet,1963,2728000
Nigeria,Millet,1964,2479000
Nigeria,Millet,1965,2729000
Nigeria,Millet,1966,1747000
Nigeria,Millet,1967,2590000
Nigeria,Millet,1968,2632000
Nigeria,Millet,1969,3081000
Nigeria,Millet,1970,3106000
Nigeria,Millet,1971,2834000
Nigeria,Millet,1972,2391000
Nigeria,Millet,1973,3794000
Nigeria,Millet,1974,4465000
Nigeria,Millet,1975,3552000
Nigeria,Millet,1976,2893000
Nigeria,Millet,1977,2579000
Nigeria,Millet,1978,2386000
Nigeria,Millet,1979,2366000
Nigeria,Millet,1980,2354000
Nigeria,Millet,1981,2682000
Nigeria,Millet,1982,2666000
Nigeria,Millet,1983,2783000
Nigeria,Millet,1984,3349000
Nigeria,Millet,1985,3584000
Nigeria,Millet,1986,4111000
Nigeria,Millet,1987,3905000
Nigeria,Millet,1988,3949000
Nigeria,Millet,1989,4770000
Nigeria,Millet,1990,5136000
Nigeria,Millet,1991,4109000
Nigeria,Millet,1992,4501000
Nigeria,Millet,1993,4602000
Nigeria,Millet,1994,4757000
Nigeria,Millet,1995,5563000
Nigeria,Millet,1996,5681000
Nigeria,Millet,1997,5902000
Nigeria,Millet,1998,5956000
Nigeria,Millet,1999,5960000
Nigeria,Millet,2000,6105000
Nigeria,Millet,2001,5530000
Nigeria,Millet,2002,5884000
Nigeria,Millet,2003,6260000
Nigeria,Millet,2004,6699000
Nigeria,Millet,2005,7168000
Nigeria,Millet,2006,7705000
Nigeria,Millet,2007,8090000
Nigeria,Millet,2008,9064000
Nigeria,Millet,2009,4929950
Nigeria,Millet,2010,5170430
Nigeria,Millet,2011,1271370
Nigeria,Millet,2012,1280700
Nigeria,Millet,2013,909560
Nigeria,Millet,2014,1398667
Nigeria,Millet,2015,1485387
Nigeria,Millet,2016,1552576
Nigeria,Millet,2017,1500000
Nigeria,Millet,2018,2119000
Nigeria,Millet,2019,2000000
Nigeria,Nuts nes,1985,200
Nigeria,Nuts nes,1986,600
Nigeria,Nuts nes,1987,200
Nigeria,Nuts nes,1988,200
Nigeria,Nuts nes,1989,200
Nigeria,Nuts nes,1990,6000
Nigeria,Nuts nes,1991,5000
Nigeria,Nuts nes,1992,4000
Nigeria,Nuts nes,1993,3000
Nigeria,Nuts nes,1994,2265
Nigeria,Nuts nes,1995,3316
Nigeria,Nuts nes,1996,3995
Nigeria,Nuts nes,1997,5000
Nigeria,Nuts nes,1998,5040
Nigeria,Nuts nes,1999,5137
Nigeria,Nuts nes,2000,5163
Nigeria,Nuts nes,2001,5151
Nigeria,Nuts nes,2002,5116
Nigeria,Nuts nes,2003,5090
Nigeria,Nuts nes,2004,5100
Nigeria,Nuts nes,2005,5150
Nigeria,Nuts nes,2006,5300
Nigeria,Nuts nes,2007,5500
Nigeria,Nuts nes,2008,6100
Nigeria,Nuts nes,2009,6500
Nigeria,Nuts nes,2010,7000
Nigeria,Nuts nes,2011,7000
Nigeria,Nuts nes,2012,6832
Nigeria,Nuts nes,2013,7200
Nigeria,Nuts nes,2014,7507
Nigeria,Nuts nes,2015,7389
Nigeria,Nuts nes,2016,7452
Nigeria,Nuts nes,2017,7561
Nigeria,Nuts nes,2018,7659
Nigeria,Nuts nes,2019,7751
Nigeria,Oil palm fruit,1961,6750000
Nigeria,Oil palm fruit,1962,6250000
Nigeria,Oil palm fruit,1963,6500000
Nigeria,Oil palm fruit,1964,6500000
Nigeria,Oil palm fruit,1965,6750000
Nigeria,Oil palm fruit,1966,6500000
Nigeria,Oil palm fruit,1967,5250000
Nigeria,Oil palm fruit,1968,5250000
Nigeria,Oil palm fruit,1969,5500000
Nigeria,Oil palm fruit,1970,5375000
Nigeria,Oil palm fruit,1971,5375000
Nigeria,Oil palm fruit,1972,5000000
Nigeria,Oil palm fruit,1973,5000000
Nigeria,Oil palm fruit,1974,5375000
Nigeria,Oil palm fruit,1975,5250000
Nigeria,Oil palm fruit,1976,5250000
Nigeria,Oil palm fruit,1977,5375000
Nigeria,Oil palm fruit,1978,5000000
